genomeIDs	original_lineage	recombinant_parents	breakpoint_count	case_report_folder
PQ153148.1	A.1.NmC2	B.1.22 + A.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_52_A.1.NmC2_PQ153148.1
OP890380.1	B.1	B.1.NmC7 + B.1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_53_B.1_OP890380.1
OP890387.1	B.1	B.1 + B.1.17.NmC6	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_53_B.1_OP890387.1
OP890390.1	B.1	B.1 + B.1.17.NmC6	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_53_B.1_OP890390.1
OP890508.1	B.1	B.1.NmC2 + B.1.4	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_53_B.1_OP890508.1
OP928204.1	B.1	B.1.7.NmC1 + B.1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_53_B.1_OP928204.1
ON585029.1	B.1	B.1.2.NmC2 + B.1.13.NmC3	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_53_B.1_ON585029.1
ON568298.1	B.1	B.1.2.NmC5 + B.1.NmC3	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_53_B.1_ON568298.1
ON627808.1	B.1	B.1.2.NmC5 + B.1.NmC8	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_53_B.1_ON627808.1
ON803439.1	B.1	B.1.17.NmC3 + B.1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_53_B.1_ON803439.1
ON755255.2	B.1	B.1.NmC6 + B.1.21	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_53_B.1_ON755255.2
OP580151.1	B.1	B.1 + B.1.17.NmC6	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_53_B.1_OP580151.1
OP414320.2	B.1	B.1.17.NmC1 + B.1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_53_B.1_OP414320.2
OP324536.1	B.1	B.1.17.NmC3 + B.1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_53_B.1_OP324536.1
OP324518.1	B.1	B.1.NmC3 + F.2 + B.1.NmC3	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_53_B.1_OP324518.1
OP324526.1	B.1	B.1.7 + B.1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_53_B.1_OP324526.1
PQ201821.1	B.1	B.1.NmC9 + B.1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_53_B.1_PQ201821.1
OR035685.1	B.1	B.1.2.NmC6 + B.1.21	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_53_B.1_OR035685.1
PQ201828.1	B.1	B.1.2.NmC2 + B.1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_53_B.1_PQ201828.1
PQ201835.1	B.1	B.1.2.NmC2 + B.1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_53_B.1_PQ201835.1
ON929062.1	B.1	B.1.NmC3 + E.2 + B.1.NmC3	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_53_B.1_ON929062.1
OR463758.1	B.1	B.1.NmC6 + B.1.NmC5	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_53_B.1_OR463758.1
OP863220.1	B.1	B.1.2.NmC2 + B.1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_53_B.1_OP863220.1
OP863221.1	B.1	B.1.2.NmC2 + B.1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_53_B.1_OP863221.1
OR086954.1	B.1	B.1.13.NmC1 + B.1.NmC8	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_53_B.1_OR086954.1
OP879740.1	B.1	B.1.1 + B.1.8	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_53_B.1_OP879740.1
OP879741.1	B.1	B.1.NmC8 + B.1 + B.1.NmC8	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_53_B.1_OP879741.1
OP324461.1	B.1	B.1.17.NmC1 + B.1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_53_B.1_OP324461.1
OP580157.1	B.1	B.1.6 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_53_B.1_OP580157.1
OP587248.1	B.1	B.1.2.NmC2 + B.1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_53_B.1_OP587248.1
OQ121019.1	B.1	B.1.2.NmC2 + B.1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_53_B.1_OQ121019.1
OX261748.1	B.1	B.1.2.NmC5 + B.1.NmC8	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_53_B.1_OX261748.1
OP440571.1	B.1	B.1.17.NmC4 + B.1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_53_B.1_OP440571.1
OP531894.1	B.1	F.1 + B.1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_53_B.1_OP531894.1
OP531895.1	B.1	B.1.13.NmC1 + B.1.6	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_53_B.1_OP531895.1
OP440545.1	B.1	B.1.NmC4 + B.1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_53_B.1_OP440545.1
OP879767.1	B.1	B.1.1 + B.1.2.NmC4	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_53_B.1_OP879767.1
OP555510.1	B.1	B.1.NmC6 + B.1.21	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_53_B.1_OP555510.1
OR759204.1	B.1	B.1.13.NmC1 + B.1.NmC3 + B.1.13.NmC1	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_53_B.1_OR759204.1
OP531888.1	B.1	B.1.7 + B.1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_53_B.1_OP531888.1
OP555545.1	B.1	B.1 + B.1.11	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_53_B.1_OP555545.1
OP555548.1	B.1	B.1.17.NmC5 + B.1.4	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_53_B.1_OP555548.1
OP555551.1	B.1	B.1.17.NmC1 + B.1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_53_B.1_OP555551.1
OR095026.1	B.1	B.1.13.NmC1 + B.1.NmC8	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_53_B.1_OR095026.1
OR035689.1	B.1	B.1.13 + B.1.NmC8	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_53_B.1_OR035689.1
OR035690.1	B.1	B.1.2.NmC2 + B.1.NmC8	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_53_B.1_OR035690.1
OR035692.1	B.1	B.1.2.NmC2 + B.1.NmC8	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_53_B.1_OR035692.1
OR035696.1	B.1	B.1.2.NmC2 + B.1.NmC8	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_53_B.1_OR035696.1
OP555566.1	B.1	B.1.17.NmC5 + B.1.4	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_53_B.1_OP555566.1
PQ336079.1	B.1	B.1 + B.1.8.NmC1 + B.1	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_53_B.1_PQ336079.1
OP555606.1	B.1	B.1.17.NmC1 + B.1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_53_B.1_OP555606.1
OX336004.1	B.1	B.1 + B.1.7	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_53_B.1_OX336004.1
OQ121041.1	B.1	B.1 + B.1.17.NmC6	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_53_B.1_OQ121041.1
OP555646.1	B.1	B.1.17.NmC1 + B.1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_53_B.1_OP555646.1
OR146350.1	B.1	B.1.NmC3 + A.1.NmC1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_53_B.1_OR146350.1
OQ503809.1	B.1	B.1.6 + B.1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_53_B.1_OQ503809.1
OR004145.1	B.1	B.1 + B.1.NmC10 + B.1	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_53_B.1_OR004145.1
OP748948.1	B.1	B.1.17 + B.1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_53_B.1_OP748948.1
OP863232.1	B.1	B.1.NmC10 + B.1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_53_B.1_OP863232.1
OP680502.1	B.1	B.1.6 + B.1.NmC5	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_53_B.1_OP680502.1
OP920684.1	B.1	B.1 + B.1.21 + B.1	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_53_B.1_OP920684.1
OQ503805.1	B.1	B.1 + B.1.17.NmC6	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_53_B.1_OQ503805.1
OQ503823.2	B.1	B.1.6 + B.1.17	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_53_B.1_OQ503823.2
OR865764.1	B.1	B.1.17.NmC3 + B.1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_53_B.1_OR865764.1
PP977063.1	B.1	B.1.17 + B.1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_53_B.1_PP977063.1
PP977067.1	B.1	B.1.17.NmC4 + B.1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_53_B.1_PP977067.1
OQ547883.2	B.1	B.1.17 + B.1.6 + B.1.17	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_53_B.1_OQ547883.2
OQ331006.1	B.1	B.1.17.NmC4 + B.1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_53_B.1_OQ331006.1
OQ547884.2	B.1	B.1.17 + B.1.6 + B.1.17	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_53_B.1_OQ547884.2
OR865767.1	B.1	B.1.17.NmC3 + B.1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_53_B.1_OR865767.1
OQ547885.2	B.1	B.1.17 + B.1.6 + B.1.17	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_53_B.1_OQ547885.2
OQ991943.1	B.1	B.1.17 + B.1.6 + B.1.17	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_53_B.1_OQ991943.1
OR178741.1	B.1	B.1 + B.1.17.NmC6	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_53_B.1_OR178741.1
OR178742.1	B.1	B.1 + B.1.17.NmC6	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_53_B.1_OR178742.1
PV822320.1	B.1	B.1.13.NmC2 + B.1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_53_B.1_PV822320.1
OR004195.1	B.1.10	B.1.10 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OR004195.1
OR004196.1	B.1.10	B.1.10 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OR004196.1
OR004198.1	B.1.10	B.1.10 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OR004198.1
OR004200.1	B.1.10	B.1.10 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OR004200.1
OR004202.1	B.1.10	B.1.10 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OR004202.1
OR004203.1	B.1.10	B.1.10 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OR004203.1
OR004205.1	B.1.10	B.1.10 + B.1.18	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OR004205.1
OR004206.1	B.1.10	B.1.10 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OR004206.1
OQ468468.1	B.1.10	B.1.10 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OQ468468.1
OP295382.2	B.1.10	B.1.10 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OP295382.2
OP415264.1	B.1.10	B.1.10 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OP415264.1
OP894038.1	B.1.10	B.1.10 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OP894038.1
OR464201.1	B.1.10	B.1.10 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OR464201.1
OP693650.1	B.1.10	B.1.1.NmC1 + B.1.10	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OP693650.1
OP431395.1	B.1.10	B.1.10 + B.1.8	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OP431395.1
OP431396.1	B.1.10	B.1.10 + B.1.8	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OP431396.1
OP431397.1	B.1.10	B.1.10 + B.1.8	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OP431397.1
OP431398.1	B.1.10	B.1.10 + B.1.8	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OP431398.1
OP431399.1	B.1.10	B.1.10 + B.1.8	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OP431399.1
OP431401.1	B.1.10	B.1.10 + B.1.8	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OP431401.1
OP477447.1	B.1.10	B.1.10 + B.1.8	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OP477447.1
OP477449.1	B.1.10	B.1.1.NmC1 + B.1.10	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OP477449.1
OP477450.1	B.1.10	B.1.10 + B.1.8	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OP477450.1
OP477451.1	B.1.10	B.1.1.NmC1 + B.1.10	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OP477451.1
OP477453.1	B.1.10	B.1.10 + B.1.8	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OP477453.1
OP477457.1	B.1.10	B.1.1.NmC1 + B.1.10	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OP477457.1
OP477455.1	B.1.10	B.1.NmC9 + B.1.10	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OP477455.1
OP477456.1	B.1.10	B.1.1.NmC1 + B.1.10	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OP477456.1
OP459209.1	B.1.10	B.1.1.NmC1 + B.1.10	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OP459209.1
OP459210.1	B.1.10	B.1.10 + B.1.8	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OP459210.1
OP459212.1	B.1.10	B.1.10 + B.1.NmC1 + B.1.10	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OP459212.1
OP459213.1	B.1.10	B.1.10 + B.1.8	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OP459213.1
OP459215.1	B.1.10	B.1.10 + B.1.8	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OP459215.1
OP459216.1	B.1.10	B.1.10 + B.1.8	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OP459216.1
OP459217.1	B.1.10	B.1.10 + B.1.8	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OP459217.1
OP459218.1	B.1.10	B.1.10 + B.1.8	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OP459218.1
OP459219.1	B.1.10	B.1.10 + B.1.8	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OP459219.1
OP459220.1	B.1.10	B.1.10 + B.1.8	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OP459220.1
OP642414.1	B.1.10	B.1.10 + B.1.8	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OP642414.1
OP642390.1	B.1.10	B.1.NmC4 + B.1.11.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OP642390.1
OP642377.1	B.1.10	B.1.10 + B.1.8	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OP642377.1
OP642392.1	B.1.10	B.1.10 + B.1.8	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OP642392.1
OP642373.1	B.1.10	B.1.10 + B.1.8	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OP642373.1
OP642379.1	B.1.10	B.1.10 + B.1.8	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OP642379.1
OP642381.1	B.1.10	B.1.1.NmC1 + B.1.10	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OP642381.1
OP642389.1	B.1.10	B.1.10 + B.1.8	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OP642389.1
OP642384.1	B.1.10	B.1.10 + B.1.8	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OP642384.1
OP642386.1	B.1.10	B.1.10 + B.1.8	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OP642386.1
OP642387.1	B.1.10	B.1.10 + B.1.8	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OP642387.1
OP642388.1	B.1.10	B.1.10 + B.1.8	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OP642388.1
OQ148470.1	B.1.10	B.1.10 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OQ148470.1
OQ148471.1	B.1.10	B.1.10 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OQ148471.1
OP642399.1	B.1.10	B.1.1.NmC1 + B.1.10	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OP642399.1
OP642406.1	B.1.10	B.1.10 + B.1.8	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OP642406.1
OP642408.1	B.1.10	B.1.NmC4 + B.1.6	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OP642408.1
OP642412.1	B.1.10	B.1.1.NmC1 + B.1.10	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OP642412.1
OP642413.1	B.1.10	B.1.NmC4 + B.1.6	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OP642413.1
OP642415.1	B.1.10	B.1.1.NmC1 + B.1.10	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OP642415.1
OP642417.1	B.1.10	B.1.1.NmC1 + B.1.10	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OP642417.1
OP642418.1	B.1.10	B.1.1.NmC1 + B.1.10	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OP642418.1
OP642422.1	B.1.10	B.1.1.NmC1 + B.1.10	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OP642422.1
OR146289.1	B.1.10	B.1.10 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OR146289.1
OP623593.1	B.1.10	B.1.10 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OP623593.1
OQ148461.1	B.1.10	B.1.10 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OQ148461.1
OP881931.1	B.1.10	B.1.10 + A.1.NmC1 + B.1.10	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OP881931.1
OP881933.1	B.1.10	B.1.10 + B.1.8	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OP881933.1
OP881935.1	B.1.10	B.1.1.NmC1 + B.1.10	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OP881935.1
OP881936.1	B.1.10	B.1.10 + B.1.8	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OP881936.1
OP881937.1	B.1.10	B.1.10 + B.1.8	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OP881937.1
OP881938.1	B.1.10	B.1.10 + B.1.1.NmC1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OP881938.1
OQ261695.1	B.1.10	B.1.10 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OQ261695.1
OQ261697.1	B.1.10	B.1.10 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OQ261697.1
OQ261698.1	B.1.10	B.1.10 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OQ261698.1
OQ261701.1	B.1.10	B.1.10 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OQ261701.1
OQ261703.1	B.1.10	B.1.10 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OQ261703.1
OQ261704.1	B.1.10	B.1.10 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OQ261704.1
OQ261705.1	B.1.10	B.1.1.NmC1 + B.1.10	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OQ261705.1
OQ261707.1	B.1.10	B.1.10 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OQ261707.1
OP819958.1	B.1.10	B.1.10 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OP819958.1
OQ261709.1	B.1.10	B.1.10 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OQ261709.1
OQ261710.1	B.1.10	B.1.10 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OQ261710.1
OQ261711.1	B.1.10	B.1.10 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OQ261711.1
OQ261712.1	B.1.10	B.1.10 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OQ261712.1
OQ261713.1	B.1.10	B.1.10 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OQ261713.1
OQ696076.1	B.1.10	B.1.10 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OQ696076.1
OQ696098.1	B.1.10	B.1.10 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OQ696098.1
OQ148472.1	B.1.10	B.1.10 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OQ148472.1
OQ696103.1	B.1.10	B.1.10 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OQ696103.1
OQ696105.1	B.1.10	B.1.10 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_54_B.1.10_OQ696105.1
ON843175.1	B.1.NmC1	B.1.9 + B.1.NmC9 + B.1.9	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_56_B.1.NmC1_ON843175.1
OR035654.1	B.1.NmC1	B.1.2.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_56_B.1.NmC1_OR035654.1
OR035655.1	B.1.NmC1	B.1.2.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_56_B.1.NmC1_OR035655.1
OR035703.1	B.1.NmC1	B.1.NmC9 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_56_B.1.NmC1_OR035703.1
OR035656.1	B.1.NmC1	B.1.2.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_56_B.1.NmC1_OR035656.1
OR035704.1	B.1.NmC1	B.1.2.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_56_B.1.NmC1_OR035704.1
OR035657.1	B.1.NmC1	B.1.2.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_56_B.1.NmC1_OR035657.1
OR035658.1	B.1.NmC1	B.1.2.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_56_B.1.NmC1_OR035658.1
OR035679.1	B.1.NmC1	B.1.2.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_56_B.1.NmC1_OR035679.1
OR035659.1	B.1.NmC1	B.1.2.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_56_B.1.NmC1_OR035659.1
OR035660.1	B.1.NmC1	B.1.2.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_56_B.1.NmC1_OR035660.1
OR035661.1	B.1.NmC1	B.1.2.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_56_B.1.NmC1_OR035661.1
OR035663.1	B.1.NmC1	B.1.2.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_56_B.1.NmC1_OR035663.1
