genomeIDs	original_lineage	recombinant_parents	breakpoint_count	case_report_folder
PQ378031.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ378031.1
PQ378039.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ378039.1
PQ378047.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ378047.1
PQ379199.1	A.1.NmC1	A.1.NmC1 + A.1.NmC10	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ379199.1
PQ378319.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ378319.1
PQ378327.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ378327.1
PQ378335.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ378335.1
PQ378343.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ378343.1
PQ378351.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ378351.1
PQ378359.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ378359.1
PQ378367.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ378367.1
PQ378407.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ378407.1
PQ589790.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ589790.1
PQ589798.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ589798.1
PQ832509.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ832509.1
PQ832517.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ832517.1
PQ327626.1	A.1.NmC1	A.1.NmC1 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PQ327626.1
PV792557.1	A.1.NmC1	A.1.NmC1 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_6_A.1.NmC1_PV792557.1
PV845909.1	A.1.NmC11	A.1.NmC8 + A.1.NmC9	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_7_A.1.NmC11_PV845909.1
PP801670.1	A.1	A.1.NmC7 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PP801670.1
PQ702041.1	A.1	A.1 + A.1.NmC14 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ702041.1
PQ709945.1	A.1	A.1 + A.1.NmC5 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ709945.1
PQ711545.1	A.1	A.1 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ711545.1
OQ957988.1	A.1	A.1 + A.1.NmC7 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ957988.1
OQ958012.1	A.1	A.1 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ958012.1
OQ962052.1	A.1	A.1 + A.1.NmC4 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ962052.1
OQ957852.1	A.1	A.1 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ957852.1
OQ961724.1	A.1	A.1.NmC4 + A.1.NmC13 + A.1.NmC4	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ961724.1
OQ962676.1	A.1	A.1 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ962676.1
OQ957844.1	A.1	A.1 + A.1.NmC5 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ957844.1
PV316520.1	A.1	A.1 + A.1.NmC8 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV316520.1
OQ962820.1	A.1	A.1 + A.1	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ962820.1
PV304728.1	A.1	A.1 + A.1.NmC8 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV304728.1
OQ962428.1	A.1	A.1 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ962428.1
OQ962436.1	A.1	A.1 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ962436.1
OQ964124.1	A.1	A.1 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ964124.1
OQ957660.1	A.1	A.1 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ957660.1
OQ962812.1	A.1	A.1 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ962812.1
PV306456.1	A.1	A.1 + A.1.NmC5 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV306456.1
OQ958276.1	A.1	A.1 + A.1.NmC8 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ958276.1
OQ960724.1	A.1	A.1 + A.1.NmC5 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ960724.1
OQ962092.1	A.1	A.1 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ962092.1
OQ968060.1	A.1	A.1 + A.1.NmC3 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ968060.1
OQ963684.1	A.1	A.1 + A.1.NmC5 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ963684.1
OQ965116.1	A.1	A.1 + A.1.NmC5 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ965116.1
OQ958308.1	A.1	A.1 + A.1.NmC8 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ958308.1
OQ958316.1	A.1	A.1 + A.1.NmC8 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ958316.1
OQ960564.1	A.1	A.1 + A.1.NmC6 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ960564.1
OQ964916.1	A.1	A.1.NmC8 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ964916.1
OQ964964.1	A.1	A.1 + A.1	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ964964.1
PV306464.1	A.1	A.1 + A.1.NmC5 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV306464.1
OQ961620.1	A.1	A.1 + A.1.NmC4 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ961620.1
OQ962236.1	A.1	A.1 + A.1.NmC6 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ962236.1
OQ962772.1	A.1	A.1 + A.1.NmC8 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ962772.1
OQ959764.1	A.1	A.1 + A.1.NmC5 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ959764.1
PV318016.1	A.1	A.1 + A.1.NmC14 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV318016.1
OQ965476.1	A.1	A.1 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ965476.1
OQ965052.1	A.1	A.1 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ965052.1
OQ965060.1	A.1	A.1 + A.1.NmC4 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ965060.1
OQ957700.1	A.1	A.1.NmC7 + A.1.NmC5 + A.1.NmC7	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ957700.1
OQ959060.1	A.1	A.1.NmC13 + A.1	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ959060.1
OQ960164.1	A.1	A.1.NmC4 + A.1	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ960164.1
OQ960580.1	A.1	A.1 + A.1.NmC9 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ960580.1
OQ962492.1	A.1	A.1 + A.1.NmC8 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ962492.1
OQ964524.1	A.1	A.1 + A.1.NmC8 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ964524.1
OQ966572.1	A.1	A.1 + A.1	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ966572.1
OQ966580.1	A.1	A.1 + A.1	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ966580.1
OQ966316.1	A.1	A.1 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ966316.1
PV310200.1	A.1	A.1 + A.1.NmC14 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV310200.1
PV310208.1	A.1	A.1 + A.1.NmC14 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV310208.1
OQ961908.1	A.1	A.1 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ961908.1
OQ964596.1	A.1	A.1 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ964596.1
OQ965708.1	A.1	A.1 + A.1.NmC5 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ965708.1
OQ965724.1	A.1	A.1 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ965724.1
OQ966172.1	A.1	A.1 + A.1.NmC2 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ966172.1
PV310216.1	A.1	A.1 + A.1.NmC14 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV310216.1
PV310232.1	A.1	A.1 + A.1.NmC14 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV310232.1
PV310248.1	A.1	A.1 + A.1.NmC14 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV310248.1
PV319680.1	A.1	A.1 + A.1.NmC9 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV319680.1
OQ964540.1	A.1	A.1 + A.1.NmC8 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ964540.1
OQ964692.1	A.1	A.1 + A.1.NmC8 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ964692.1
PV318544.1	A.1	A.1 + A.1	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV318544.1
OQ961548.1	A.1	A.1 + A.1.NmC8 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ961548.1
OQ961556.1	A.1	A.1 + A.1.NmC8 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ961556.1
OQ963028.1	A.1	A.1 + A.1.NmC9 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ963028.1
PV316856.1	A.1	A.1 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV316856.1
OQ965428.1	A.1	A.1.NmC6 + A.1	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ965428.1
OQ965436.1	A.1	A.1.NmC6 + A.1	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ965436.1
OQ965444.1	A.1	A.1.NmC6 + A.1	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ965444.1
OQ965820.1	A.1	A.1 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ965820.1
OQ964788.1	A.1	A.1 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ964788.1
PV313352.1	A.1	A.1 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV313352.1
OQ958564.1	A.1	A.1 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ958564.1
OQ958572.1	A.1	A.1 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ958572.1
OQ958580.1	A.1	A.1 + A.1.NmC3 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ958580.1
OQ964740.1	A.1	A.1 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ964740.1
OQ965884.1	A.1	A.1 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ965884.1
PV313360.1	A.1	A.1 + A.1.NmC10 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV313360.1
OQ961892.1	A.1	A.1 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ961892.1
OQ962780.1	A.1	A.1 + A.1.NmC7 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ962780.1
OQ963380.1	A.1	A.1 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ963380.1
PV318584.1	A.1	A.1 + A.1.NmC13	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV318584.1
OQ957580.1	A.1	A.1 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ957580.1
OQ957588.1	A.1	A.1 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ957588.1
OQ962212.1	A.1	A.1.NmC4 + A.1	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ962212.1
OQ961004.1	A.1	A.1.NmC13 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ961004.1
OQ961012.1	A.1	A.1.NmC13 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ961012.1
OQ966324.1	A.1	A.1 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ966324.1
OQ966332.1	A.1	A.1 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ966332.1
OQ967668.1	A.1	A.1.NmC13 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ967668.1
OQ967676.1	A.1	A.1.NmC13 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ967676.1
PV316552.1	A.1	A.1 + A.1.NmC5	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV316552.1
OQ962860.1	A.1	A.1 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ962860.1
OQ966100.1	A.1	A.1 + A.1.NmC5 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ966100.1
PQ716985.1	A.1	A.1 + A.1.NmC8 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ716985.1
PQ716993.1	A.1	A.1 + A.1.NmC8 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ716993.1
OQ965204.1	A.1	A.1 + A.1.NmC9 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ965204.1
PV318712.1	A.1	A.1 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV318712.1
PV318720.1	A.1	A.1 + A.1.NmC4 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV318720.1
PV318736.1	A.1	A.1 + A.1.NmC6 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV318736.1
OQ960372.1	A.1	A.1.NmC4 + A.1	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ960372.1
PV308728.1	A.1	A.1 + A.1.NmC9 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV308728.1
OQ966836.1	A.1	A.1 + A.1.NmC13	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ966836.1
OQ959460.1	A.1	A.1 + A.1.NmC7 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ959460.1
OQ959468.1	A.1	A.1 + A.1.NmC5 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ959468.1
OQ961484.1	A.1	A.1 + A.1.NmC5 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ961484.1
OQ966764.1	A.1	A.1 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ966764.1
PV319464.1	A.1	A.1 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV319464.1
OQ960380.1	A.1	A.1 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ960380.1
OQ963300.1	A.1	A.1 + A.1.NmC8 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ963300.1
OQ966772.1	A.1	A.1 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ966772.1
PQ713257.1	A.1	A.1.NmC4 + A.1	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ713257.1
PV304976.1	A.1	A.1 + A.1.NmC13 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV304976.1
PV318656.1	A.1	A.1 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV318656.1
PQ701601.1	A.1	A.1 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ701601.1
PV304320.1	A.1	A.1 + A.1.NmC8 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV304320.1
PV317576.1	A.1	A.1 + A.1.NmC8 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV317576.1
PQ703513.1	A.1	A.1 + A.1.NmC8 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ703513.1
PQ718265.1	A.1	A.1 + A.1.NmC5 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ718265.1
PV303064.1	A.1	A.1 + A.1.NmC5 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV303064.1
PV316000.1	A.1	A.1 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV316000.1
PV316472.1	A.1	A.1 + A.1.NmC6 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV316472.1
PV322176.1	A.1	A.1 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV322176.1
PV322184.1	A.1	A.1 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV322184.1
PV322192.1	A.1	A.1 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV322192.1
PV322200.1	A.1	A.1 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV322200.1
PQ701625.1	A.1	A.1.NmC4 + A.1.NmC7 + A.1.NmC4	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ701625.1
PQ716785.1	A.1	A.1 + A.1.NmC4 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ716785.1
PQ712809.1	A.1	A.1 + A.1.NmC7 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ712809.1
PQ714441.1	A.1	A.1 + A.1.NmC6 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ714441.1
PV319696.1	A.1	A.1 + A.1.NmC4 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV319696.1
PQ711361.1	A.1	A.1.NmC13 + A.1	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ711361.1
PQ716217.1	A.1	A.1 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ716217.1
PQ719873.1	A.1	A.1.NmC8 + A.1	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ719873.1
PV322224.1	A.1	A.1 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV322224.1
PV319096.1	A.1	A.1 + A.1.NmC6 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV319096.1
PQ701537.1	A.1	A.1 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ701537.1
PQ703097.1	A.1	A.1 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ703097.1
PQ709641.1	A.1	A.1 + A.1.NmC5 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ709641.1
PQ711385.1	A.1	A.1 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ711385.1
PQ716249.1	A.1	A.1 + A.1	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ716249.1
PQ716433.1	A.1	A.1 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ716433.1
PV304568.1	A.1	A.1 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV304568.1
PQ719681.1	A.1	A.1 + A.1.NmC4 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ719681.1
PP802086.1	A.1	A.1 + A.1	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PP802086.1
PQ702521.1	A.1	A.1 + A.1	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ702521.1
PQ711393.1	A.1	A.1 + A.1.NmC9 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ711393.1
PQ703441.1	A.1	A.1 + A.1.NmC9 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ703441.1
PQ703553.1	A.1	A.1.NmC13 + A.1	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ703553.1
PQ701561.1	A.1	A.1 + A.1.NmC5 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ701561.1
PQ701881.1	A.1	A.1 + A.1.NmC7 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ701881.1
PV312880.1	A.1	A.1 + A.1.NmC6 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV312880.1
PV312904.1	A.1	A.1 + A.1.NmC5 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV312904.1
PV315968.1	A.1	A.1 + A.1.NmC6 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV315968.1
PQ712441.1	A.1	A.1 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ712441.1
PV303360.1	A.1	A.1 + A.1.NmC14 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV303360.1
PV308736.1	A.1	A.1 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV308736.1
PV324528.1	A.1	A.1 + A.1.NmC6 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV324528.1
PQ702105.1	A.1	A.1 + A.1.NmC7 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ702105.1
PQ708969.1	A.1	A.1 + A.1.NmC8 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ708969.1
PQ719297.1	A.1	A.1 + A.1.NmC14 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ719297.1
PQ718553.1	A.1	A.1.NmC13 + A.1	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ718553.1
